stop,pagerank
RM Guttahalli,0.00018265195278278413
Holy Mother School,0.0001826317579722063
HAL Police Station,0.0001818682332908532
BTL College,0.00018134622576402928
Arekere Gate,0.00018113496451080613
BMT-43,0.0001805129358666083
Shankar Mutt,0.0001804942755675433
MG Road Metro Station,0.00017964255232608579
Nrupathunga Nagara,0.00017932783708364677
Bagmane Tech Park,0.00017932783708364677
Tumkur Road 8th Mile,0.00017882738046404634
Halage Vaderahalli,0.0001787747788142225
Nimra maszid,0.00017869703468453643
Police Traning Center,0.00017869703468453643
Doddabasti,0.00017869703468453643
Malleshwaram 8th Cross,0.00017869703468453643
Corporation,0.00017823283012632316
Ganganagara HMT Layout,0.00017732133969070664
Jnanakshi Vidyanikathna School,0.00017729893602736146
Indira Priyadarshini Nagara,0.00017727041839036496
Kurubarahalli JC Nagara,0.00017727041839036496
Amba Bhavani Nagara,0.00017727041839036496
ITI Layout,0.00017727041839036496
Sakammana Badavane,0.00017727041839036496
Gidadakonenahalli,0.00017727041839036496
Jaipura,0.00017727041839036496
Nandhi Garden,0.00017727041839036496
Kembhathahalli,0.00017727041839036496
Jai Maruthi Nagara,0.00017727041839036496
Ramanayakana Doddi,0.00017727041839036496
Ravi Badavane,0.00017727041839036496
Lakshmi Temple,0.00017727041839036496
Tanisandra,0.00017727041839036496
Abbaiah Layout,0.00017727041839036496
Bandi Kodigehalli,0.00017727041839036496
G Hosahalli,0.00017727041839036496
Patalappa Layout,0.00017727041839036496
Geleyara Balaga,0.00017727041839036496
Achyutha Nagara,0.00017727041839036496
Nayanappanahalli,0.00017727041839036496
Ashraya Nagara,0.00017727041839036496
Krishnananda Nagara,0.00017727041839036496
Krishnaiahnapalya/S.Nagara,0.00017727041839036496
Srinidhi Layout,0.00017727041839036496
Sowdamini Kalyana Mantapa,0.00017727041839036496
Mestripalya,0.00017727041839036496
Bhodana Hosahalli,0.00017727041839036496
Annapurna Nagara,0.00017727041839036496
Punjab National Bank Layout,0.00017727041839036496
Ramesh nagara,0.00017727041839036496
Sports Authority of India,0.00017727041839036496
Maruthi Nagara,0.00017727041839036496
Mallasandra,0.00017727041839036496
Hunisemarada Palya,0.00017727041839036496
Koramangala Kendriya Sadana,0.00017727041839036496
Ladies Hostel University Campus,0.00017727041839036496
Saiyadribalaga Layout,0.00017727041839036496
Depot-07,0.00017727041839036496
HSR Layout,0.00017727041839036496
Hemapura,0.00017727041839036496
Madalakote,0.00017727041839036496
SHAMPURA,0.00017727041839036496
Bommana Bande,0.00017727041839036496
Dollors Colony JP Nagara,0.00017727041839036496
Indiranagara RTO Office,0.00017727041839036496
Pillaganahalli,0.00017727041839036496
Depot 27,0.00017727041839036496
Lottegollahalli Railway Colony,0.00017727041839036496
Acharya College Chikkabanavara,0.00017727041839036496
Hommadevanahalli,0.00017727041839036496
Sampige Road Metro Station,0.00017727041839036496
Chikkamaranahalli,0.00017727041839036496
DUO Hight Layout,0.00017727041839036496
Basavanapura Gate Bannerghatta Road,0.00017727041839036496
Malenallasandra,0.00017727041839036496
Koppa,0.00017727041839036496
Depot-22-BS,0.00017727041839036496
Byranayakana Halli College,0.00017727041839036496
Karahalli Cross,0.00017727041839036496
Devanahalli Govt Hospital,0.00017727041839036496
Adde Gramme,0.00017727041839036496
Swatantryodhara Nagara,0.00017727041839036496
Banashankari 5th Stage,0.00017727041839036496
Srinivasapura Colony,0.00017727041839036496
BSK 5th stage patalamma Tempel,0.00017727041839036496
Nagarabhavi 9th Block,0.00017727041839036496
Chinnappana Garden,0.00017727041839036496
MICO Layout Checkpost,0.00017727041839036496
Jayanagara 5th Block,0.00017727041839036496
Shanubhogana Halli,0.00017727041839036496
Billamaranahalli,0.00017727041839036496
Nanjarasappa Badavane,0.00017727041839036496
Kashinagara,0.00017727041839036496
Kodagalahatti,0.00017727041839036496
Surya City,0.00017727041839036496
Ittina Neela Apartment,0.00017727041839036496
Maranayakanahalli,0.00017727041839036496
Amruthnagar,0.00017727041839036496
Bangalore Children Hospital,0.00017727041839036496
Brigade Millenium,0.00017727041839036496
Regional Passport Office,0.00017727041839036496
Javaregowda Nagara,0.00017727041839036496
KG Shrinivaspura,0.00017727041839036496
Haridasa Nagara,0.00017727041839036496
Pramod Layout,0.00017727041839036496
Nagenahalli,0.00017727041839036496
Mathikere Chowdeshwari Bus Staion,0.00017727041839036496
Jalahalli East Area 7th camp,0.00017727041839036496
MARSUR,0.00017727041839036496
Lal Bahadur Shastri Nagara Anjanapura,0.00017727041839036496
Rajendranagar,0.00017727041839036496
Thattaguppe,0.00017727041839036496
Yennigere,0.00017727041839036496
City Civil Court,0.00017727041839036496
Rayasandra,0.00017727041839036496
Devendra Nagara,0.00017727041839036496
Sashiveghatta,0.00017727041839036496
Kodigehalli-Doddaballapura,0.00017727041839036496
Guddahatti,0.00017727041839036496
Vidya peeta Circle,0.00017727041839036496
Shakthi Hill Resorts,0.00017727041839036496
Multiplex Marathahalli,0.00017727041839036496
Vidyagiri Layout,0.00017727041839036496
Kodigehalli Canara Bank Colony,0.00017727041839036496
Sahakara Nagar Cauvery School,0.00017727041839036496
Upadyaya Badavane,0.00017727041839036496
Abbanakuppe,0.00017727041839036496
Kalidasa Layout,0.00017727041839036496
Arekere BTS Layout,0.00017727041839036496
HELLELLIGE,0.00017727041839036496
Kempanahalli,0.00017727041839036496
Hosa Road,0.00017727041839036496
BN Bache Gowda Badavane,0.00017727041839036496
Ambedkar Nagara,0.00017727041839036496
Adugodi Police Quarters,0.00017727041839036496
HULLAHALLI,0.00017727041839036496
Adugodi,0.00017727041839036496
Hanchipura,0.00017727041839036496
Nallurahalli,0.00017727041839036496
Dattatreya Temple,0.00017727041839036496
Chinnappanahalli,0.00017727041839036496
Marasandra Circle,0.00017727041839036496
Soundarya Layout,0.00017727041839036496
Jnana bharthi layout,0.00017727041839036496
Thimmasandra,0.00017727041839036496
Veerasagara,0.00017727041839036496
Raghavendra Colony,0.00017727041839036496
MICO Layout,0.00017727041839036496
Raghavendra Badavane,0.00017727041839036496
Mitaganahalli,0.00017727041839036496
Soukhya Hospital,0.00017727041839036496
Pichguntarahalli,0.00017727041839036496
Devalapura,0.00017727041839036496
Koramangala Kendriya Sadan,0.00017727041839036496
Thyagaraja Nagara,0.00017727041839036496
HSR 19th Main 13th Cross,0.00017727041839036496
Tharabana Halli,0.00017727041839036496
Medarahalli Railway Cross,0.00017727041839036496
Kempegowda Garden,0.00017727041839036496
Hosapallya,0.00017727041839036496
Jayanthi Nagar,0.00017727041839036496
Bande Bommasandra,0.00017727041839036496
Suryanagar,0.00017727041839036496
Pattandur Agrahara,0.00017727041839036496
Ambedkar nagara,0.00017727041839036496
HBR Layout BDA Complex,0.00017727041839036496
"Judicial Layout,8th main,TalagattaPura",0.00017727041839036496
Omkaranagara,0.00017727041839036496
Jaraganahalli Cross,0.00017727041839036496
Thimmegowdana Palya,0.00017727041839036496
Tataguni,0.00017727041839036496
NRI Layout,0.00017727041839036496
Innovative Film city,0.00017727041839036496
Thippenahalli Anjaneya Temple,0.00017727041839036496
Anche Palya,0.00017727041839036496
Gopalapura,0.00017727041839036496
Chikka Kukkanahalli,0.00017727041839036496
Gnana Bodini School,0.00017594110825259543
Hullalu,0.00017594110825259543
Banasawadi Petrol Bunk,0.00017572438814588537
Depot-02,0.00017572438814588537
SHANTHI NAGAR BUS STAND,0.00017524004772423354
Kudlu Gate,0.00017524004772423354
Thalaghattapura,0.00017524004772423354
Sarjapura Signal,0.00017400212938039442
Yeliyuru,0.0001737665315992547
GKW Layout Bus Stand,0.00017336419620580837
Kamaraj Road,0.00017336419620580837
Deepanjali nagara BMT-16,0.0001732599465152455
Victoria Hospitial,0.000172890700179763
Govardhan Talkies,0.0001727869236182661
Lingarajapuram,0.00017252841951101365
Depot 4,0.00017248929630613228
Anchepalya Nelamangla Road,0.00017208436614127867
AGS Layout Manganahalli,0.00017208436614127867
Hosahally,0.00017208436614127867
Sheila Kothavala Institute For Deaf,0.00017208436614127867
HBR Layout,0.00017208436614127867
Mariyamma Layout,0.00017208436614127867
Old Gurrappana Palya,0.00017208436614127867
Belathuru,0.00017208436614127867
Hanumantappa Layout,0.00017208436614127867
Vidyasagara Bus Stoop,0.00017208436614127867
Malagala Bus Stand,0.00017208436614127867
Balagere,0.00017208436614127867
Amma Ashrama,0.00017208436614127867
Jagadeesha nagar,0.00017208436614127867
Basavanapura Govt School,0.00017208436614127867
Om Shakthi Temple,0.00017208436614127867
Muddamma Garden,0.00017208436614127867
BALAJINAGARA,0.00017208436614127867
R T NAGARA,0.00017208436614127867
Brundavananagara Jinke Park,0.00017208436614127867
Shiluvepura,0.00017208436614127867
Allalasandra Janapriya Apartmet,0.00017208436614127867
Marenahalli Bande,0.00017208436614127867
Hosakote Govt High School,0.00017208436614127867
Royale Concorde School,0.00017208436614127867
Vidyasagara Bus Stop,0.00017208436614127867
Udayanagara,0.00017208436614127867
KP Agrahara 16th cross,0.00017208436614127867
Gajendra Nagara,0.00017208436614127867
Herohalli,0.00017208436614127867
BALAJI LAYOUT,0.00017208436614127867
Fayazabad,0.00017208436614127867
Coxtown Circle,0.00017208436614127867
Kannalli,0.00017208436614127867
Gandhi Bazaar,0.0001709115063825736
Yamalur,0.00017057646050607249
Thammenahalli Palya,0.000170444260000289
D Hosahalli Cross,0.000170444260000289
Sri Vidyanagara Bus Station,0.00017024186306094206
Sai Arcade Layout,0.00017024186306094206
Yehanka 5th phase,0.00017024186306094206
Brigade Millanium,0.00017024186306094206
Bharath Nagara 1st Phase,0.00017024186306094206
CBI Office,0.00017024186306094206
St Joseph High Scholl,0.00017015387419829292
Gangamma Circle,0.0001699301695372003
Katriguppe,0.0001699301695372003
Electronic City Infosys Software Company,0.0001697698996990484
Halasuru Police Station,0.0001697698996990484
Majestic,0.00016971214936375463
Cauvery Nagara,0.00016958144754254255
Trinity Circle,0.00016958144754254255
Gavigangadeshwara Temple,0.00016954915826686908
MGRoad,0.00016953484382109746
Bilijaji,0.00016953484382109746
Tavarekere,0.00016953484382109746
Show Mall,0.00016901578587381514
Shrinidhi Layout,0.00016901578587381514
Kamakya,0.00016901578587381514
MCTC Satellite Bus Stand,0.0001683212790486714
Jn of Kommaghatta Road,0.0001683212790486714
Sri Mata Amruthanandamayi Mutt,0.0001683212790486714
Rajagopalanagara Police Station,0.0001683212790486714
K Dommasandra,0.000168187115276933
Jn of Swamy Vivekananda Road,0.000168187115276933
Makali,0.00016771916858275045
ABISRO,0.00016764048369358165
Bailanarsapura,0.00016726594247866314
Jangama Kote,0.00016726594247866314
Korati,0.00016726594247866314
Pillekamma Nagara,0.00016722352941843935
Vishwanathapura,0.00016722352941843935
Dodda Cheemanahalli,0.00016722352941843935
Srinivasa Pura,0.00016722352941843935
Agrahara Dasarahalli,0.00016715086706200035
Hampinagara 7th Main,0.00016711049969880102
Madivala Mosque,0.00016711049969880102
Avalahalli,0.000167085735615752
Brigade Gateway/Orian Mall,0.00016705311707690052
Rachamanahalli Attibele Road,0.00016655692403123753
Kempu Dommasandra,0.00016655692403123753
Kanasawadi Mudhure Temple,0.0001663246471309745
SAP ITPL,0.00016598298269203548
Gorgunte Palya,0.00016564050074112857
BASAVESHWARA NAGARA,0.0001655265347685963
Jayamangala,0.00016547428127462315
Laggere Last Stop,0.00016541015303941735
Ayyappa Temple,0.00016515164080375345
Koramangala Kalyana Mantapa,0.00016515164080375345
BTM water Tank,0.00016515164080375345
Koli Farm Gate Bannerghatta Road,0.00016515164080375345
RTO Vishweshwaraiah Layout,0.00016515164080375345
Konappana Agrahara,0.00016514324511004706
Konappana Agarahara,0.00016514324511004706
Garebhavi Palya,0.00016504207441602392
Chamarajpet Edga Mydana,0.00016464494333780656
Basaveshwara Nagara Circle,0.0001642664735227915
Heelalige,0.0001642664735227915
Jalahalli cross,0.0001642664735227915
Sarjapura Wipro,0.0001642664735227915
Prestige Shanthinikethan,0.0001639752897004859
Binnamangala,0.0001639752897004859
DASANAPURA,0.00016384117029343812
Konanakunte New Bank colony Kanakapura Road,0.00016351662197095545
Jn of Tumkur Road,0.00016351662197095545
Bannerghatta Circle,0.0001634911255471201
Mattahalli Cross,0.0001634911255471201
Devasandra,0.0001634911255471201
RMV 2nd Stage,0.0001634911255471201
Guttepalya,0.00016315097514411474
VADDARAPALYA,0.00016315097514411474
Depot-20,0.00016315097514411474
Jayanagara T Block,0.00016315097514411474
Wipro Corporate Office,0.00016315097514411474
Yelahanka Police Station,0.00016307402131524577
Maruthinagara,0.00016221905169314517
Hongansandra,0.00016221905169314517
Shanthinagara KSRTC Qtrs,0.00016107657461080248
